name,date,lat,lon,target
US-AR1,2011-03-29,36.4267,-99.42,1.318493
US-AR1,2011-03-30,36.4267,-99.42,1.9847519999999998
US-AR1,2011-03-31,36.4267,-99.42,2.60196
US-AR1,2011-04-01,36.4267,-99.42,2.9620990000000003
US-AR1,2011-04-02,36.4267,-99.42,2.85111
US-AR1,2011-04-03,36.4267,-99.42,3.0152479999999997
US-AR1,2011-04-04,36.4267,-99.42,2.7781599999999997
US-AR1,2011-04-05,36.4267,-99.42,3.04832
US-AR1,2011-04-06,36.4267,-99.42,4.3663
US-AR1,2011-04-07,36.4267,-99.42,4.7603800000000005
US-AR1,2011-04-08,36.4267,-99.42,6.21915
US-AR1,2011-04-09,36.4267,-99.42,6.85425
US-AR1,2011-04-10,36.4267,-99.42,6.55058
US-AR1,2011-04-11,36.4267,-99.42,7.095079999999999
US-AR1,2011-04-12,36.4267,-99.42,6.77762
US-AR1,2011-04-13,36.4267,-99.42,7.2920300000000005
US-AR1,2011-04-14,36.4267,-99.42,7.05925
US-AR1,2011-04-15,36.4267,-99.42,3.474171
US-AR1,2011-04-16,36.4267,-99.42,6.317959999999999
US-AR1,2011-04-17,36.4267,-99.42,6.68205
US-AR1,2011-04-18,36.4267,-99.42,7.34861
US-AR1,2011-04-19,36.4267,-99.42,6.9601299999999995
US-AR1,2011-04-20,36.4267,-99.42,6.3600200000000005
US-AR1,2011-04-21,36.4267,-99.42,6.66076
US-AR1,2011-04-22,36.4267,-99.42,8.08757
US-AR1,2011-04-23,36.4267,-99.42,7.18472
US-AR1,2011-04-24,36.4267,-99.42,4.32722
US-AR1,2011-04-25,36.4267,-99.42,5.38461
US-AR1,2011-04-26,36.4267,-99.42,4.94372
US-AR1,2011-04-27,36.4267,-99.42,4.52229
US-AR1,2011-04-28,36.4267,-99.42,7.4437
